loss at,loss at label_stand_in,mean energy at label_stand_in,mean_logits at label_stand_in,min_energy at,step,temperature at
0.4556482434272766,0.4556482434272766,-107.47481536865234,-107.32073211669922,-107.48509216308594,0,5.0
62.69092559814453,62.69092559814453,-107.43318176269531,-108.4930191040039,-107.48509216308594,1,5.05
5.710813045501709,5.710813045501709,-107.47511291503906,-107.884765625,-107.49097442626953,2,5.1
0.07487336546182632,0.07487336546182632,-107.4852066040039,-107.5247802734375,-107.4922103881836,3,5.1499999999999995
0.29384902119636536,0.29384902119636536,-107.4789810180664,-107.40229797363281,-107.5042953491211,4,5.199999999999999
0.6735684275627136,0.6735684275627136,-107.48606872558594,-107.5934829711914,-107.5042953491211,5,5.249999999999999
0.10531339794397354,0.10531339794397354,-107.487060546875,-107.43779754638672,-107.5042953491211,6,5.299999999999999
2.1157052516937256,2.1157052516937256,-107.4841079711914,-107.75152587890625,-107.5042953491211,7,5.349999999999999
0.9757432341575623,0.9757432341575623,-107.4799575805664,-107.65227508544922,-107.5042953491211,8,5.399999999999999
0.4603533446788788,0.4603533446788788,-107.479248046875,-107.60115051269531,-107.5042953491211,9,5.449999999999998
0.154462069272995,0.154462069272995,-107.47782897949219,-107.46063232421875,-107.5042953491211,10,5.499999999999998
0.3160984218120575,0.3160984218120575,-107.47151947021484,-107.34321594238281,-107.5042953491211,11,5.549999999999998
2.6443428993225098,2.6443428993225098,-107.37520599365234,-107.7027816772461,-107.5042953491211,12,5.599999999999998
0.5861737728118896,0.5861737728118896,-107.41325378417969,-107.5643539428711,-107.5042953491211,13,5.649999999999998
0.18158657848834991,0.18158657848834991,-107.47188568115234,-107.41570281982422,-107.5042953491211,14,5.6999999999999975
0.27371177077293396,0.27371177077293396,-107.47135162353516,-107.5545883178711,-107.5042953491211,15,5.749999999999997
0.053684111684560776,0.053684111684560776,-107.47220611572266,-107.4827651977539,-107.5042953491211,16,5.799999999999997
0.5289543271064758,0.5289543271064758,-107.4711685180664,-107.58329010009766,-107.5042953491211,17,5.849999999999997
0.17786727845668793,0.17786727845668793,-107.48847961425781,-107.42010498046875,-107.5042953491211,18,5.899999999999997
0.07050134241580963,0.07050134241580963,-107.48799896240234,-107.5283203125,-107.5042953491211,19,5.949999999999997
0.14101754128932953,0.14101754128932953,-107.47944641113281,-107.4260482788086,-107.5042953491211,20,5.9999999999999964
